2024-02-06 09:29:25.203315,18,9,False,0
2024-02-06 09:30:28.227042,34,26,True,77
2024-02-06 09:30:28.863195,43,35,True,88
2024-02-06 09:30:29.264508,44,39,True,88
2024-02-06 09:30:29.394442,38,43,True,20
2024-02-06 09:30:29.847566,40,45,True,23
2024-02-06 09:30:29.979651,49,47,True,80
2024-02-06 09:30:30.262016,41,50,True,58
2024-02-06 09:30:30.676093,31,35,True,13
2024-02-06 09:30:30.807999,34,35,True,96
2024-02-06 09:30:31.034800,28,29,True,57
2024-02-06 09:30:31.598158,31,23,True,63
2024-02-06 09:30:31.724290,44,36,True,88
2024-02-06 09:30:32.113583,44,53,True,14
2024-02-06 09:30:32.710688,29,36,True,39
2024-02-06 09:30:33.152203,27,28,True,37
2024-02-06 09:30:34.319030,41,37,True,93
2024-02-06 09:30:35.298309,51,41,True,65
2024-02-06 09:30:36.286579,54,51,True,45
