2023-09-26 10:00:17.352218,4,58,True,11
2023-09-26 10:00:19.994479,58,78,True,69
2023-09-26 10:00:21.072517,35,91,True,91
2023-09-26 10:00:21.859333,62,15,False,0
2023-09-26 10:00:22.846221,55,1,False,0
2023-09-26 10:00:23.294991,54,24,True,94
2023-09-26 10:00:23.660941,79,75,True,45
2023-09-26 10:00:23.877996,15,88,True,95
2023-09-26 10:00:24.022033,63,98,True,15
2023-09-26 10:00:24.166070,38,76,True,81
2023-09-26 10:00:24.278097,14,6,False,0
2023-09-26 10:00:24.545301,86,78,True,96
2023-09-26 10:00:24.718326,95,68,True,57
2023-09-26 10:00:24.828538,42,13,False,0
2023-09-26 10:00:24.952579,6,50,True,45
2023-09-26 10:00:25.093707,19,72,True,78
2023-09-26 10:00:32.910777,56,49,True,25
2023-09-26 10:00:34.845037,28,67,True,12
2023-09-26 10:00:36.696598,53,58,True,51
2023-09-26 10:00:39.144182,18,84,True,24
2023-09-26 10:01:24.419001,79,37,True,82
2023-09-26 10:01:24.957480,2,22,True,22
2023-09-26 10:01:27.816252,77,32,True,39
