2023-11-23 18:29:52.617669,45,1,False,0
2023-11-23 18:29:58.218476,73,42,True,16
2023-11-23 18:30:17.736042,38,49,True,16
2023-11-23 18:30:17.746030,22,36,True,87
2023-11-23 18:30:17.786033,89,19,False,0
2023-11-23 18:30:17.803031,74,31,True,29
2023-11-23 18:30:17.819032,2,44,True,49
2023-11-23 18:30:17.828032,71,26,True,50
2023-11-23 18:30:17.847033,28,94,True,50
2023-11-23 18:30:17.853033,5,13,False,0
2023-11-23 18:30:17.873033,80,98,True,2
2023-11-23 18:30:17.880032,98,59,True,77
2023-11-23 18:30:17.896029,80,100,True,26
2023-11-23 18:30:17.904030,9,83,True,27
2023-11-23 18:30:17.922035,40,52,True,37
2023-11-23 18:30:17.930033,52,75,True,23
2023-11-23 18:30:17.947028,19,87,True,17
2023-11-23 18:30:17.960030,19,38,True,57
2023-11-23 18:30:17.974029,26,49,True,8
2023-11-23 18:30:17.988030,31,79,True,90
2023-11-23 18:30:18.005033,83,37,True,56
2023-11-23 18:30:18.018032,69,18,False,0
2023-11-23 18:30:18.036031,69,74,True,69
2023-11-23 18:30:18.047038,86,61,True,31
2023-11-23 18:30:18.066034,60,58,True,16
2023-11-23 18:30:18.080034,32,61,True,89
2023-11-23 18:30:18.097033,12,65,True,55
2023-11-23 18:30:18.111037,75,4,False,0
2023-11-23 18:30:18.128030,82,83,True,31
2023-11-23 18:30:18.145034,73,13,False,0
2023-11-23 18:30:18.164032,60,32,True,47
2023-11-23 18:30:18.174038,95,39,True,95
2023-11-23 18:30:18.194030,35,49,True,15
2023-11-23 18:30:18.204034,86,20,False,0
2023-11-23 18:30:18.233033,38,14,False,0
2023-11-23 18:30:18.242035,52,8,False,0
2023-11-23 18:30:18.269032,35,21,True,99
2023-11-23 18:30:18.287033,76,50,True,27
2023-11-23 18:30:18.312036,66,17,False,0
2023-11-23 18:30:18.330034,1,20,False,0
2023-11-23 18:30:18.353033,80,27,True,77
2023-11-23 18:30:18.364031,92,12,False,0
2023-11-23 18:30:18.389032,30,53,True,16
2023-11-23 18:30:18.399034,73,73,True,52
2023-11-23 18:30:18.418031,55,27,True,69
2023-11-23 18:30:18.428033,98,24,True,75
2023-11-23 18:30:18.460037,26,88,True,91
2023-11-23 18:30:18.545035,2,24,True,68
2023-11-23 18:30:18.563031,98,55,True,7
2023-11-23 18:30:18.685031,40,46,True,46
2023-11-23 18:30:18.690032,26,21,True,85
2023-11-23 18:30:18.712031,94,58,True,70
2023-11-23 18:30:18.719030,32,9,False,0
2023-11-23 18:30:18.736030,82,78,True,60
2023-11-23 18:30:18.743028,55,2,False,0
2023-11-23 18:30:18.760029,53,75,True,42
2023-11-23 18:30:18.772030,40,46,True,67
2023-11-23 18:30:18.788030,44,97,True,92
2023-11-23 18:30:18.795030,87,36,True,66
2023-11-23 18:30:18.811033,60,36,True,9
2023-11-23 18:30:18.823035,82,54,True,22
2023-11-23 18:30:18.836029,74,58,True,52
2023-11-23 18:30:18.846030,38,99,True,62
2023-11-23 18:30:18.863030,35,92,True,94
2023-11-23 18:30:18.869030,83,16,False,0
2023-11-23 18:30:18.887029,58,100,True,41
2023-11-23 18:30:18.896031,23,32,True,93
2023-11-23 18:30:18.913030,69,72,True,44
2023-11-23 18:30:18.920029,86,91,True,69
2023-11-23 18:30:18.937028,51,10,False,0
2023-11-23 18:30:18.951031,55,89,True,58
2023-11-23 18:30:18.964030,31,67,True,61
2023-11-23 18:30:18.976027,61,43,True,61
2023-11-23 18:30:18.989030,82,14,False,0
2023-11-23 18:30:19.001031,58,14,False,0
2023-11-23 18:30:19.018032,86,7,False,0
2023-11-23 18:30:19.027037,21,51,True,48
2023-11-23 18:30:19.047029,42,87,True,63
2023-11-23 18:30:19.054030,60,93,True,48
2023-11-23 18:30:19.072030,7,7,False,0
2023-11-23 18:30:19.080030,75,31,True,16
2023-11-23 18:30:19.098026,43,23,True,7
2023-11-23 18:30:19.105030,92,99,True,65
2023-11-23 18:30:19.121029,71,56,True,7
2023-11-23 18:30:19.133029,58,59,True,38
2023-11-23 18:30:19.147028,72,19,False,0
2023-11-23 18:30:19.164030,4,92,True,64
2023-11-23 18:30:19.171030,44,58,True,48
2023-11-23 18:30:19.189031,89,33,True,28
2023-11-23 18:30:19.206034,93,59,True,18
2023-11-23 18:30:19.216033,71,25,True,72
2023-11-23 18:30:19.237032,68,58,True,3
2023-11-23 18:30:19.244030,32,15,False,0
2023-11-23 18:30:19.268031,78,35,True,14
2023-11-23 18:30:19.276035,49,97,True,98
2023-11-23 18:30:19.294027,54,11,False,0
2023-11-23 18:30:19.300032,30,47,True,54
2023-11-23 18:30:19.319029,88,35,True,91
2023-11-23 18:30:19.326037,50,28,True,6
2023-11-23 18:30:19.344032,74,55,True,88
2023-11-23 18:30:19.351030,87,85,True,93
2023-11-23 18:30:19.400031,31,95,True,77
2023-11-23 18:30:19.405032,16,36,True,66
2023-11-23 18:30:19.425029,45,94,True,63
2023-11-23 18:30:19.443050,49,49,True,14
2023-11-23 18:30:19.450028,43,43,True,42
2023-11-23 18:30:19.518030,45,48,True,57
2023-11-23 18:30:19.529033,71,80,True,30
2023-11-23 18:30:19.677044,79,28,True,100
2023-11-23 18:30:19.682039,35,90,True,44
2023-11-23 18:30:19.713032,28,92,True,78
2023-11-23 18:30:19.719031,53,47,True,82
2023-11-23 18:30:19.794034,17,59,True,22
2023-11-23 18:30:19.818034,76,75,True,59
2023-11-23 18:30:19.991037,48,11,False,0
2023-11-23 18:30:19.996030,35,16,False,0
2023-11-23 18:30:20.031028,46,10,False,0
2023-11-23 18:30:20.039030,64,59,True,61
2023-11-23 18:30:20.055030,13,87,True,97
2023-11-23 18:30:20.064031,66,83,True,24
2023-11-23 18:30:20.079030,8,45,True,58
2023-11-23 18:30:20.111148,8,74,True,84
2023-11-23 18:30:20.120035,77,35,True,9
2023-11-23 18:30:20.147029,32,23,True,91
2023-11-23 18:30:20.165030,41,52,True,21
2023-11-23 18:30:20.182031,54,13,False,0
2023-11-23 18:30:20.443029,100,76,True,20
2023-11-23 18:30:20.447031,4,65,True,51
2023-11-23 18:30:20.764021,73,3,False,0
2023-11-23 18:30:20.768020,93,97,True,34
2023-11-23 18:30:21.014881,25,1,False,0
2023-11-23 18:30:21.018879,76,64,True,96
2023-11-23 18:30:21.253370,47,90,True,10
2023-11-23 18:30:21.261368,16,16,False,0
2023-11-23 18:30:21.488468,65,50,True,89
2023-11-23 18:30:21.494476,44,24,True,77
2023-11-23 18:30:21.606769,33,10,False,0
2023-11-23 18:30:21.641593,49,97,True,88
2023-11-23 18:30:21.800597,96,33,True,97
2023-11-23 18:30:21.811598,82,6,False,0
2023-11-23 18:30:22.120600,99,59,True,67
2023-11-23 18:30:22.126598,58,28,True,6
2023-11-23 18:30:22.371294,65,34,True,59
2023-11-23 18:30:22.380291,79,10,False,0
2023-11-23 18:30:22.677584,53,16,False,0
2023-11-23 18:30:22.682584,51,20,False,0
